Accession,110714_yeast_ups1_2fmol_r1,110714_yeast_ups1_2fmol_r2,110714_yeast_ups1_2fmol_r3,110714_yeast_ups1_4fmol_r2,110714_yeast_ups1_4fmol_r3,110714_yeast_ups1_4fmol_r4,110616_yeast_ups_10fmol,110616_yeast_ups_10fmol_r2,110616_yeast_ups_10fmol_r3,110618_yeast_ups_25fmol_r1,110618_yeast_ups_25fmol_r2,110618_yeast_ups_25fmol_r3,110618_yeast_ups_50fmol_r1,110618_yeast_ups_50fmol_r2,110618_yeast_ups_50fmol_r3
P33416,"512672,2115","494729,9987","416951,7915","552094,4265","610287,1836","478375,4754","270356,4036","191538,701","153663,469","168144,1187","135891,4026","179531,8673","144399,2219","130723,0322","153494,8101"
P38764,"573224,3846","505869,5994","426636,6015","634006,1754","663218,5851","595367,9244","302635,8818","170955,9836","153845,2349","192843,3047","127475,6132","216979,22","365975,9059","174151,9298","264788,5866"
P40531,"1625141,66","1400181,641","1154602,999","1660886,925","1894938,278","1567366,691","642607,15","468309,0897","404300,7248","468507,3602","348149,4757","455490,7256","422399,1999","305564,2831","387910,3572"
P49095,"911737,4495","832452,906","669979,3428","1023000,123","1112959,474","1003326,745","485656,662","290304,248","346452,6204","268661,7707","231402,8624","307940,3175","272725,7631","204182,7194","244104,8286"
P49723,"1397140,09","1326408,403","1115963,82","1486708,187","1591053,194","1333042,082","738804,0629","531539,551","512537,8142","554776,1616","451433,4578","578544,3869","531207,2546","419815,4945","527943,4777"
A6ZQJ1,"2377957,007","2229977,366","1766544,339","2575359,867","2766398,639","2456504,339","1382004,955","848436,621","721828,9403","802407,9118","577279,7314","840867,1593","819144,8263","641170,6081","868597,151"
P00427,"1586517,038","1345933,75","1140328,145","1635448,208","1760649,466","1466889,52","870725,18","615027,3558","601521,7697","682918,8346","478898,6067","678716,2937","638465,2615","457801,2373","668966,928"
P02365,"2310127,885","1996957,452","1783591,568","2228855,686","2660827,685","2038220,619","1300347,722","811178,7505","596972,0288","757651,843","627905,8115","847470,4741","782759,8209","623343,8324","838331,4509"
P06106,"898309,4728","781519,0424","622874,3808","887348,7072","1130804,898","832991,8853","412060,4865","260198,5838","224694,8384","249621,198","186128,9396","258295,5948","262064,0071","208750,3421","260626,3061"
P07246,"911202,1333","867594,6844","733339,9954","996989,0568","1056109,813","911465,5576","548652,3344","365773,7748","363320,5451","362889,8744","271973,1117","354946,5665","308613,967","244225,8423","281793,9473"
P16862,"484428,5148","422077,2627","365539,377","492305,222","567116,6047","467218,0215","264460,2669","167907,4595","155872,3552","198072,8055","130814,6812","172033,353","156255,9354","115633,9621","144041,8239"
P22943,"8340845,002","7877528,611","6327185,262","9509467,956","10415217,14","8499194,241","4086508,673","2893583,433","2342766,386","3133686,472","2371551,141","3114368,733","2741856,057","2113741,623","2507705,721"
P23542,"806316,4493","654174,3575","561509,8075","842270,6861","887053,7308","764434,1181","418788,5387","257881,9089","152707,7577","257979,5244","213232,8994","331047,5324","319997,8588","213751,3481","288939,8893"
P27616,"587326,2258","497043,9536","472237,2283","668069,6852","677502,9827","534594,88","386118,9666","272579,2969","173420,3002","262977,9332","250861,3784","362422,4935","301330,2084","211413,9296","261431,3092"
P31116,"869993,3047","704795,7419","652530,6239","924342,1801","990990,1316","768005,8379","485287,0593","325405,598","235071,77","325946,1917","281044,4978","422503,786","379190,9766","259009,3289","326592,9042"
P32565,"361903,9431","341230,3364","272941,1734","370825,2715","414399,2112","339933,6184","203105,1092","137044,6133","115647,0838","136071,9676","105815,4238","145268,1461","132320,2446","100600,9769","116205,558"
P32775,"577155,2395","538618,8194","474859,8111","654242,0069","712847,4273","573243,414","342385,1649","231115,9939","182420,7151","274620,3241","208568,5313","295509,9598","300373,5322","213391,0398","262246,4324"
P37302,"993324,8608","928567,2698","757947,2223","1030683,262","1188842,112","972029,7078","493648,3009","308528,0474","298602,9825","341556,5581","237114,9932","327554,8031","387529,5129","273008,6054","337335,6164"
P39954,"1066513,313","972079,9835","808372,8822","1084465,437","1283369,115","1060782,057","599906,5812","383960,7136","263838,595","355779,6568","308729,5227","452239,1382","397227,204","283150,1427","359258,05"
P40069,"551428,563","463507,3019","408136,3581","572150,2047","667750,7037","501532,8378","227447,8143","175839,7677","112076,6708","181806,1877","159027,3245","237703,0861","195688,6777","141623,2159","174098,1682"
P40215,"655321,0517","578795,1534","469159,8427","690801,093","732066,5872","674894,8323","340896,4852","244023,2024","224837,7807","275763,6879","204081,0156","277174,6536","291872,2598","216885,1679","264307,7031"
P40482,"116097,3262","94788,03669","85392,76676","137277,8834","161081,162","123189,337","64482,50688","53737,62696","39940,93532","46478,72645","39750,1495","52771,28426","53338,85618","31128,00789","43731,74771"
P69905ups,"429801,1511","488262,1815","377936,6491","684105,1477","535540,5225","1049959,452","953503,2759","750719,4107","814597,2834","2418880,092","1852462,71","2401470,195","3637715,746","2271710,006","2477545,147"
Q07653,"238257,4138","233318,6155","192785,5048","285635,3212","319373,6691","227081,5131","93601,61545","65619,5324","47935,69463","75731,65635","50030,47345","67084,02044","69736,34398","46694,64007","63212,16833"
Q08245,"895024,4227","676087,5224","642998,7249","885645,3993","992974,5822","810219,5047","698948,7446","598338,5077","401153,5066","584005,8967","464887,7238","586028,4796","544235,514","438764,9796","591596,0907"
P00360,"1736605,666","1713781,022","1516857,048","1812269,438","2094455,561","1697471,301","1215147,399","921509,0449","588107,5","1103433,68","950240,8803","1577700,054","1474758,369","938538,7179","1115927,731"
P00431,"251544,1747","252861,9836","203822,8748","295962,7312","329872,6081","252626,6426","133017,3988","96767,49281","81708,2424","94247,53951","74178,74742","97169,04785","85951,77067","67255,71498","86149,65847"
P00815,"265064,2387","242825,234","212768,1685","291059,4206","343034,6687","257910,1402","141314,2837","92732,98545","75330,63191","89516,71939","82887,62414","121370,228","107306,0815","76339,72577","89032,47635"
P00942,"4535633,853","4237035,242","3559192,9","4960016,064","5519541,515","4566997,344","2768558,452","1755320,59","1533890,686","1822507,627","1360942,585","1878839,93","1552398,229","1252286,972","1566256,944"
P00950,"3701559,83","3366637,455","2723529,548","4096097,823","4373220,239","3704411,638","2154010,889","1330295,139","1257180,432","1505464,262","1148605,701","1641802,685","1566187,489","1310780,937","1531992,376"
P02144ups,"499911,7619","446758,2461","429419,2483","636343,4552","594031,8532","1105698,337","1276306,675","904397,7246","763816,4536","2383894,865","2243647,417","2887115,319","3846647,985","2727020,467","3004239,876"
P05753,"3227314,847","2878710,338","2306742,933","3274598,98","3503361,66","3227775,391","1617765,584","1176414,238","902169,5502","1127099,856","853930,1999","1084785,504","1082329,643","831656,1024","1031817,705"
P07275,"334282,104","258202,9089","228109,8988","336550,7378","368525,5663","311631,4554","199948,4396","129842,2768","110432,3517","149229,7776","119187,3805","168083,7063","177847,1556","111078,3368","146246,021"
P07991,"560036,7738","502096,4754","465590,1473","589891,1055","749617,9746","580426,9427","424285,6422","260169,6473","183730,9533","232663,6982","204048,6913","305045,3785","261114,714","202943,7172","263365,0293"
P08566,"122639,0126","140448,3802","99700,41968","144635,4531","165346,3081","122662,6832","69511,743","45748,43351","45934,22329","63981,13615","51873,46496","58552,83922","57971,72821","47876,69594","53793,046"
P09232,"1816951,302","1539588,581","1329219,753","1906448,363","2129533,016","1816259,361","1004619,191","598465,3605","443529,2256","598824,2608","484512,3966","687063,7261","661100,7271","477834,586","555364,9271"
P11412,"327372,6337","288779,2972","235530,9929","366731,3581","419705,8377","316989,7833","132264,5627","82729,41646","58175,7697","105078,2402","89721,30628","141226,4416","134429,6306","76215,48477","115221,685"
P22202,"482771,7771","423890,9499","366879,1977","553927,6159","585550,6202","473245,0823","260612,7752","193265,5033","129025,7512","231866,129","179710,9034","256467,5882","303117,7373","177470,206","246709,8275"
P31688,"199500,655","180026,4254","157707,5317","227578,666","254013,0111","194418,6454","105103,4486","64393,8186","47442,3011","69279,86701","55240,69808","80503,3293","80494,94553","49347,47021","64840,51614"
P32190,"192610,0788","194265,8305","134965,0341","195820,8089","228489,661","203401,3089","85602,23165","57353,15568","38954,4143","51555,82474","40327,52597","57005,94803","53465,81533","35539,90784","55721,86478"
P36775,"206126,3765","170581,1864","150061,0498","221544,1439","253065,3718","204102,8834","104287,1326","72281,18988","50862,80493","116428,8011","95382,17696","132403,9412","171893,8246","111659,6009","141122,9624"
P38427,"359949,9525","313183,4338","264478,6456","362539,6699","447567,0062","342067,8111","164786,2458","121334,1643","91132,45515","113014,1591","89809,52218","140811,8995","112998,7477","95737,37543","129155,1609"
P38707,"241040,6158","209165,2601","181783,1107","244063,575","285614,8328","220743,4544","146158,4102","98874,09558","65651,76261","111777,1677","88928,9534","136598,7686","135099,0083","89748,56932","128379,8684"
P38840,"703950,9857","652171,6336","563661,7074","747189,6694","914665,7944","722290,1175","375544,0697","278214,1874","188007,4836","277081,5534","247895,9277","314988,7381","303977,454","215181,896","249441,5413"
P38934,"338059,5345","306593,3909","234806,2088","329342,3819","386740,3263","299725,5689","163590,4409","116639,9852","113784,6048","136404,936","102286,9639","123291,656","136117,3152","88153,65728","112627,4595"
P40017,"465196,3387","427670,32","360898,5386","513402,8371","554418,6462","440025,9518","199650,4073","146843,4429","128142,8622","144101,2161","99557,79772","134796,854","111184,2259","97458,3339","122504,3889"
P47176,"606172,9248","370444,1912","394550,5153","631110,1193","518924,125","631829,9321","489741,5575","272418,9188","197597,6451","295677,0872","238488,7406","412798,019","487568,7839","305290,2368","402439,9119"
P53252,"2587142,017","2480842,762","1992936,951","2936163,075","3188130,715","2611036,672","1209781,674","950692,9415","879018,7942","1032629,644","709494,225","901619,7547","836680,9592","702907,7946","841039,3538"
P53278,"165064,9325","157911,1657","127511,0446","206843,9279","223664,3296","174259,244","92467,91958","70578,37826","49064,49967","58067,69419","59233,76456","88067,63958","72901,69936","50810,62622","63330,30372"
P53691,"891030,5468","828112,7321","656130,0843","953264,5769","1013669,576","866048,5971","458406,8784","324304,3088","273472,3653","343891,8541","258847,3459","345228,8469","326012,8372","262328,9893","298900,7444"
P54838,"205142,2449","187215,657","145682,3262","227733,4872","247230,5976","186693,9573","131445,4503","84298,54588","63029,80717","102934,6845","98585,01951","151032,899","158041,7552","101423,2582","125238,9806"
P54861,"257372,0207","233843,1384","210789,5766","288526,4741","329118,3785","239809,7601","136742,8","106924,0812","65476,93568","112696,5636","97092,21382","145120,2152","123235,7106","88130,43217","117900,398"
P61769ups,"536908,2047","415494,062","383217,3655","674182,8054","465650,098","973141,6455","935675,142","755438,9077","574749,3681","1686360,963","1116451,912","1365696,59","2664245,148","1740564,453","1894673,053"
P80235,"276779,9598","248807,9944","217495,5638","296328,3425","365097,9489","256499,3802","122140,3654","83278,07988","67517,36736","103913,7414","82367,17514","106496,5059","92629,85367","71914,24216","93456,974"
Q05016,"417329,875","388631,1487","317687,5259","446402,7576","502601,853","420793,6375","210538,2706","132044,5194","110013,034","185641,3983","150633,5305","211649,777","194168,4038","133246,4643","171285,6519"
Q06408,"366756,089","347327,9976","289690,1871","402323,8953","442703,5652","320837,8708","214266,7285","155438,2121","127374,7178","183369,5259","162279,8057","235989,6063","237217,1027","146224,554","184500,6228"
Q12230,"3004358,034","2792834,407","2395359,172","3197063,913","3789309,931","2904188,785","1409276,554","1059066,759","1039479,758","1298082,097","1007911,404","1293960,849","1228437,732","880320,0735","1022560,161"
Q12449,"592989,5485","532633,2063","472501,2244","654966,2192","681778,5695","573614,6749","307996,5908","220081,4903","209252,0977","214634,9793","166122,2103","190845,2379","170009,3314","151767,5676","187005,3681"
P00931,"374591,0222","375199,5019","318021,9361","417548,5731","459961,2281","395645,6006","201068,5803","149103,9506","145799,9251","204158,8367","163432,2127","202162,823","244496,1587","158669,2772","181186,9612"
P01344ups,"953242,6785","874666,7714","757478,4419","1457842,948","1186487,767","2206449,427","2845837,101","1896145,412","1862454,327","7477292,905","5486468,182","8093465,82","13689347,22","7345347,487","8096232,892"
P04451,"1118931,763","982998,7277","805630,7727","1177613,926","1247246,512","1129742,461","912303,4879","406273,1191","407456,8344","368480,0202","266468,768","413134,4836","443905,127","350330,7906","434047,5009"
P04806,"532488,6903","427771,7518","347842,6269","515814,5844","556788,9852","504070,0982","316341,8803","199046,1457","147981,586","262534,395","200921,8696","323032,1689","306672,3768","206698,274","274736,2296"
P06738,"310794,9386","323495,0539","244954,2916","375922,5546","385550,5204","343246,1325","181666,5757","126511,716","116431,7031","132369,9351","99495,05785","144581,1396","128510,1685","99156,88103","119395,3612"
P07245,"291597,6711","239693,1919","214395,2366","285188,5928","338594,6149","272792,8587","166570,0376","125173,4122","65637,45529","126289,4459","117067,7707","171316,0183","177189,1136","111624,3429","130488,8244"
P07342,"335574,9751","331980,9979","250103,2379","371077,9075","427260,6331","314806,7437","168110,5487","116186,8779","76914,53484","140456,0594","112290,5158","167748,4674","167681,1483","105536,4524","149362,0382"
P09211ups,"61098,55416","48979,23693","44337,55651","93825,44831","86916,07182","126234,1986","376413,5332","185235,2585","62106,97795","1090867,649","661874,249","1449891,841","2820960,909","1326446,691","1584007,138"
